anomaly,transaction_dollar_amount,Long,Lat,credit_card_limit,transaction_percentage
0,0.88,-80.13292612,40.20418331,20000,4.4e-05
0,112.31,-80.29988199,40.24120195,15000,0.007487333333333334
0,7.27,-80.19429256,40.30022193,27000,0.00026925925925925923
0,7.27,-80.19429256,40.30022193,3000,0.0024233333333333333
0,7.27,-80.19429256,40.30022193,20000,0.0003635
0,92.21,-80.15216097,40.25654357,27000,0.003415185185185185
0,92.21,-80.15216097,40.25654357,3000,0.030736666666666666
0,92.21,-80.15216097,40.25654357,20000,0.0046105
0,24.55,-80.26462142,40.22624429,27000,0.0009092592592592593
0,24.55,-80.26462142,40.22624429,3000,0.008183333333333334
0,24.55,-80.26462142,40.22624429,20000,0.0012275
0,54.87,-80.1845814,40.19999931,30000,0.001829
0,54.87,-80.1845814,40.19999931,10000,0.005487
0,160.4,-80.14170935,40.22907095,30000,0.005346666666666667
0,160.4,-80.14170935,40.22907095,10000,0.016040000000000002
0,72.09,-80.24312007,40.21248633,6000,0.012015000000000001
0,72.09,-80.24312007,40.21248633,7000,0.01029857142857143
0,72.09,-80.24312007,40.21248633,4000,0.0180225
0,85.74,-80.24457395,40.25537083,6000,0.014289999999999999
0,85.74,-80.24457395,40.25537083,7000,0.012248571428571428
0,85.74,-80.24457395,40.25537083,4000,0.021435
0,156.43,-80.1888097,40.29701339,6000,0.026071666666666667
0,156.43,-80.1888097,40.29701339,7000,0.022347142857142857
0,156.43,-80.1888097,40.29701339,4000,0.0391075
0,140.26,-80.26216421,40.24799118,8000,0.0175325
0,140.26,-80.26216421,40.24799118,8000,0.0175325
0,143.97,-80.17267719,40.2421833,8000,0.01799625
0,143.97,-80.17267719,40.2421833,8000,0.01799625
0,45.52,-80.18633643,40.16839935,16000,0.0028450000000000003
0,75.76,-80.20403332,40.19995008,10000,0.007576
0,87.7,-80.23800953,40.27432539,8000,0.0109625
0,120.38,-80.16921943,40.30511802,15000,0.008025333333333332
0,171.82,-80.19498253,40.16025581,10000,0.017182
0,99.12,-80.2922565,40.25168677,10000,0.009912
0,99.12,-80.2922565,40.25168677,21000,0.00472
0,13.43,-80.23827412,40.24909743,10000,0.001343
0,13.43,-80.23827412,40.24909743,21000,0.0006395238095238096
0,111.62,-80.1761595,40.26996746,20000,0.005581
0,65.91,-80.25381976,40.18066383,10000,0.006591
0,118.76,-80.2294005,40.3033326,15000,0.007917333333333334
0,118.97,-80.2124359,40.20554117,5000,0.023794
0,64.72,-80.24785964,40.29116988,10000,0.0064719999999999995
0,118.84,-80.12937814,40.26426854,8000,0.014855
0,118.84,-80.12937814,40.26426854,20000,0.005942
0,118.84,-80.12937814,40.26426854,3000,0.039613333333333334
0,118.84,-80.12937814,40.26426854,8000,0.014855
0,143.63,-80.27867067,40.18225706,8000,0.01795375
0,143.63,-80.27867067,40.18225706,20000,0.0071814999999999995
0,143.63,-80.27867067,40.18225706,3000,0.047876666666666665
0,143.63,-80.27867067,40.18225706,8000,0.01795375
0,75.36,-80.20019213,40.16301247,8000,0.00942
0,75.36,-80.20019213,40.16301247,20000,0.003768
0,75.36,-80.20019213,40.16301247,3000,0.02512
0,75.36,-80.20019213,40.16301247,8000,0.00942
0,97.94,-80.26872261,40.17042755,8000,0.0122425
0,97.94,-80.26872261,40.17042755,20000,0.004897
0,97.94,-80.26872261,40.17042755,3000,0.032646666666666664
0,97.94,-80.26872261,40.17042755,8000,0.0122425
0,144.25,-80.25537895,40.17623933,9000,0.016027777777777776
0,59.01,-80.1629824,40.30440894,20000,0.0029505
0,57.56,-80.20199468,40.26780865,35000,0.0016445714285714286
0,57.56,-80.20199468,40.26780865,7000,0.008222857142857143
0,57.56,-80.20199468,40.26780865,10000,0.005756
0,37.0,-80.19982007,40.22972517,35000,0.0010571428571428572
0,37.0,-80.19982007,40.22972517,7000,0.005285714285714286
0,37.0,-80.19982007,40.22972517,10000,0.0037
0,114.05,-80.29329154,40.25096847,35000,0.0032585714285714284
0,114.05,-80.29329154,40.25096847,7000,0.016292857142857144
0,114.05,-80.29329154,40.25096847,10000,0.011405
0,140.56,-80.27695727,40.18313574,12000,0.011713333333333334
0,140.56,-80.27695727,40.18313574,10000,0.014056
0,38.62,-80.25766593,40.23847309,12000,0.003218333333333333
0,38.62,-80.25766593,40.23847309,10000,0.0038619999999999995
0,100.27,-80.21539631,40.17354483,8000,0.01253375
0,100.27,-80.21539631,40.17354483,20000,0.0050135
0,126.12,-80.26577809,40.16963706,8000,0.015765
0,126.12,-80.26577809,40.16963706,20000,0.006306
0,147.2,-80.25084142,40.2419236,10000,0.014719999999999999
0,147.2,-80.25084142,40.2419236,7000,0.021028571428571428
0,43.45,-80.19651852,40.31483984,10000,0.004345
0,43.45,-80.19651852,40.31483984,7000,0.006207142857142857
0,78.92,-80.2396042,40.25740695,5000,0.015784
0,78.92,-80.2396042,40.25740695,16000,0.0049325
0,89.14,-80.26394824,40.2345394,5000,0.017828
0,89.14,-80.26394824,40.2345394,16000,0.00557125
0,158.52,-80.21841179,40.28547918,24000,0.006605000000000001
0,24.69,-80.22678509,40.1601993,5000,0.0049380000000000005
0,60.43,-80.20117145,40.32315103,36000,0.0016786111111111112
0,67.72,-80.2710588,40.25443222,14000,0.004837142857142857
0,6.82,-80.24540603,40.22067707,2000,0.0034100000000000003
0,128.31,-80.29876421,40.24624397,6000,0.021385
0,66.35,-80.24368742,40.18322679,10000,0.006634999999999999
0,66.35,-80.24368742,40.18322679,30000,0.0022116666666666665
0,58.1,-80.21946244,40.25908926,10000,0.00581
0,58.1,-80.21946244,40.25908926,30000,0.0019366666666666666
0,143.65,-80.22306636,40.23133472,12000,0.011970833333333333
0,139.05,-80.17500601,40.30720879,12000,0.0115875
0,139.05,-80.17500601,40.30720879,8000,0.01738125
0,91.79,-80.28934531,40.28928515,12000,0.007649166666666667
0,91.79,-80.28934531,40.28928515,8000,0.011473750000000001
0,71.65,-80.23707415,40.24196474,21000,0.0034119047619047623
0,71.65,-80.23707415,40.24196474,5000,0.01433
0,117.13,-80.1782111,40.30936694,21000,0.005577619047619047
0,117.13,-80.1782111,40.30936694,5000,0.023426
0,96.97,-80.1448661,40.28649037,4000,0.0242425
0,131.43,-80.21783635,40.22404445,7000,0.018775714285714288
0,120.6,-80.18532707,40.15962019,10000,0.01206
0,120.6,-80.18532707,40.15962019,20000,0.00603
0,32.23,-80.14443528,40.27970726,10000,0.0032229999999999997
0,32.23,-80.14443528,40.27970726,20000,0.0016114999999999999
0,995.35,-80.12676042,40.22562626,20000,0.0497675
0,147.48,-80.20251823,40.21184266,30000,0.004915999999999999
0,201.81,-80.21535936,40.2810858,12000,0.0168175
0,201.81,-80.21535936,40.2810858,16000,0.012613125
0,141.32,-80.20602005,40.2772677,12000,0.011776666666666666
0,141.32,-80.20602005,40.2772677,16000,0.0088325
0,71.46,-80.28212468,40.25461956,14000,0.005104285714285714
0,89.24,-80.26411108,40.22669433,5000,0.017848
0,89.24,-80.26411108,40.22669433,10000,0.008924
0,48.87,-80.21577798,40.25323567,5000,0.009774
0,48.87,-80.21577798,40.25323567,10000,0.004887
0,91.74,-80.28699543,40.24572699,6000,0.01529
0,39.47,-80.22826276,40.17282924,10000,0.003947
0,39.47,-80.22826276,40.17282924,7000,0.0056385714285714286
0,39.47,-80.22826276,40.17282924,8000,0.00493375
0,74.84,-80.16891489,40.23505992,10000,0.007484
0,74.84,-80.16891489,40.23505992,7000,0.010691428571428572
0,74.84,-80.16891489,40.23505992,8000,0.009355
0,49.43,-80.22727295,40.3131961,10000,0.004943
0,49.43,-80.22727295,40.3131961,7000,0.007061428571428572
0,49.43,-80.22727295,40.3131961,8000,0.00617875
0,120.93,-80.26101792,40.29445566,7000,0.017275714285714287
0,55.33,-80.14351166,40.25786968,20000,0.0027665
0,55.33,-80.14351166,40.25786968,3000,0.018443333333333332
0,95.09,-80.12898188,40.25427856,20000,0.0047545
0,95.09,-80.12898188,40.25427856,3000,0.031696666666666665
0,77.53,-80.16772137,40.24984459,15000,0.005168666666666667
0,18.98,-80.21718482,40.20164406,5000,0.003796
0,18.98,-80.21718482,40.20164406,10000,0.001898
0,41.12,-80.13812856,40.20203595,5000,0.008223999999999999
0,41.12,-80.13812856,40.20203595,10000,0.004111999999999999
0,99.91,-80.26028597,40.27240231,5000,0.019982
0,45.57,-80.14603815,40.19345012,5000,0.009114
0,45.57,-80.14603815,40.19345012,10000,0.004557
0,97.35,-80.16365927,40.20335494,5000,0.019469999999999998
0,97.35,-80.16365927,40.20335494,10000,0.009734999999999999
0,57.24,-80.20753267,40.31793993,14000,0.004088571428571428
0,76.61,-80.23933066,40.16604662,5000,0.015322
0,31.16,-80.13130799,40.230124,3000,0.010386666666666667
0,31.16,-80.13130799,40.230124,15000,0.0020773333333333334
0,20.94,-80.262219,40.24253192,3000,0.00698
0,20.94,-80.262219,40.24253192,15000,0.001396
0,103.81,-80.13541173,40.21923925,21000,0.004943333333333333
0,103.81,-80.13541173,40.21923925,5000,0.020762
0,174.19,-80.15481019,40.23766326,21000,0.008294761904761905
0,174.19,-80.15481019,40.23766326,5000,0.034838
0,88.87,-80.1693992,40.20653544,12000,0.007405833333333334
0,88.87,-80.1693992,40.20653544,10000,0.008887
0,88.87,-80.1693992,40.20653544,10000,0.008887
0,88.87,-80.1693992,40.20653544,6000,0.014811666666666667
0,50.93,-80.17442277,40.24490705,12000,0.004244166666666667
0,50.93,-80.17442277,40.24490705,10000,0.005093
0,50.93,-80.17442277,40.24490705,10000,0.005093
0,50.93,-80.17442277,40.24490705,6000,0.008488333333333334
0,133.36,-80.19078759,40.1949948,12000,0.011113333333333334
0,133.36,-80.19078759,40.1949948,10000,0.013336
0,133.36,-80.19078759,40.1949948,10000,0.013336
0,133.36,-80.19078759,40.1949948,6000,0.02222666666666667
0,99.27,34.42927508,24.65987427,12000,0.0082725
0,99.27,34.42927508,24.65987427,10000,0.009927
0,99.27,34.42927508,24.65987427,10000,0.009927
1,99.27,34.42927508,24.65987427,6000,0.016545
0,200.34,-80.23130044,40.24420924,20000,0.010017
0,200.34,-80.23130044,40.24420924,10000,0.020034
0,200.34,-80.23130044,40.24420924,4000,0.050085
0,138.89,-80.21423313,40.18119144,20000,0.006944499999999999
0,138.89,-80.21423313,40.18119144,10000,0.013888999999999999
0,138.89,-80.21423313,40.18119144,4000,0.034722499999999996
0,43.49,-80.264947,40.22423279,20000,0.0021745000000000002
0,43.49,-80.264947,40.22423279,10000,0.0043490000000000004
0,43.49,-80.264947,40.22423279,4000,0.0108725
0,156.32,-80.2359498,40.19040709,21000,0.0074438095238095235
0,156.32,-80.2359498,40.19040709,4000,0.03908
0,83.49,-80.27524732,40.26994216,21000,0.0039757142857142855
0,83.49,-80.27524732,40.26994216,4000,0.0208725
0,115.02,-80.18058753,40.30336252,9000,0.01278
0,147.03,-80.212874,40.27211508,20000,0.0073515
0,93.73,-80.19493561,40.20018912,9000,0.010414444444444445
0,98.28,-80.24217141,40.16885619,10000,0.009828
0,143.29,-80.26348958,40.28753931,8000,0.01791125
0,143.29,-80.26348958,40.28753931,10000,0.014329
0,51.27,-80.17689888,40.31332426,8000,0.00640875
0,51.27,-80.17689888,40.31332426,10000,0.0051270000000000005
0,160.67,-80.14621644,40.26223805,30000,0.0053556666666666666
0,179.73,-80.13327555,40.25393602,20000,0.0089865
0,179.73,-80.13327555,40.25393602,2000,0.089865
0,143.91,-80.15924702,40.30771962,20000,0.0071955
0,143.91,-80.15924702,40.30771962,2000,0.071955
1,87.77,102.0323377,-32.34357802,20000,0.0043885
0,119.83,-80.2596135,40.28981434,9000,0.013314444444444445
0,68.86,-80.18991246,40.23431366,10000,0.006886
0,68.86,-80.18991246,40.23431366,6000,0.011476666666666666
0,53.51,-80.20114585,40.18055904,10000,0.005351
0,53.51,-80.20114585,40.18055904,6000,0.008918333333333334
0,115.63,-80.2684076,40.22096695,7000,0.016518571428571428
0,99.45,-80.27485113,40.19162004,18000,0.005525
0,98.29,-80.15608005,40.26291122,20000,0.0049145000000000005
0,106.18,-80.16351563,40.17328545,10000,0.010618
0,33.45,-80.26979188,40.2689469,18000,0.0018583333333333336
0,33.45,-80.26979188,40.2689469,5000,0.006690000000000001
0,33.45,-80.26979188,40.2689469,18000,0.0018583333333333336
0,33.45,-80.26979188,40.2689469,4000,0.0083625
0,127.99,-80.22667125,40.29599526,18000,0.007110555555555555
0,127.99,-80.22667125,40.29599526,5000,0.025598
0,127.99,-80.22667125,40.29599526,18000,0.007110555555555555
0,127.99,-80.22667125,40.29599526,4000,0.0319975
0,142.39,-80.22801414,40.28754035,18000,0.007910555555555554
0,142.39,-80.22801414,40.28754035,5000,0.028477999999999996
0,142.39,-80.22801414,40.28754035,18000,0.007910555555555554
0,142.39,-80.22801414,40.28754035,4000,0.0355975
0,66.18,-80.2742644,40.24591889,18000,0.003676666666666667
0,66.18,-80.2742644,40.24591889,5000,0.013236000000000001
0,66.18,-80.2742644,40.24591889,18000,0.003676666666666667
0,66.18,-80.2742644,40.24591889,4000,0.016545
0,125.72,-80.24573699,40.32591846,4000,0.03143
1,53.31,-7.373733236,-11.78599885,10000,0.005331
1,53.31,-7.373733236,-11.78599885,20000,0.0026655
1,53.31,-7.373733236,-11.78599885,10000,0.005331
0,80.24,-80.18367091,40.25833056,10000,0.008024
0,80.24,-80.18367091,40.25833056,20000,0.004012
0,80.24,-80.18367091,40.25833056,10000,0.008024
0,14.22,-80.26052291,40.24447202,10000,0.001422
0,14.22,-80.26052291,40.24447202,20000,0.000711
0,14.22,-80.26052291,40.24447202,10000,0.001422
0,162.05,-80.21964763,40.18914245,10000,0.016205
0,162.05,-80.21964763,40.18914245,9000,0.018005555555555556
0,162.05,-80.21964763,40.18914245,10000,0.016205
0,818.47,-80.27956213,40.20103101,10000,0.081847
0,818.47,-80.27956213,40.20103101,9000,0.09094111111111111
0,818.47,-80.27956213,40.20103101,10000,0.081847
0,169.63,-80.16609154,40.31310307,10000,0.016963
0,169.63,-80.16609154,40.31310307,9000,0.018847777777777776
0,169.63,-80.16609154,40.31310307,10000,0.016963
0,55.1,-80.13770422,40.20451007,18000,0.0030611111111111112
0,152.16,-80.15944837,40.2292482,8000,0.01902
0,47.76,-80.16347933,40.30652336,20000,0.002388
0,37.82,-80.12731509,40.22807159,10000,0.003782
0,37.82,-80.12731509,40.22807159,2000,0.01891
0,37.82,-80.12731509,40.22807159,10000,0.003782
0,53.67,-80.20156356,40.31265397,10000,0.005367
0,53.67,-80.20156356,40.31265397,2000,0.026835
0,53.67,-80.20156356,40.31265397,10000,0.005367
0,888.04,-80.23190757,40.29718325,10000,0.088804
1,888.04,-80.23190757,40.29718325,2000,0.44401999999999997
0,888.04,-80.23190757,40.29718325,10000,0.088804
0,100.22,-80.2378188,40.28064566,18000,0.005567777777777777
0,100.22,-80.2378188,40.28064566,15000,0.006681333333333333
0,100.22,-80.2378188,40.28064566,6000,0.016703333333333334
0,44.78,-80.23266745,40.3151272,18000,0.002487777777777778
0,44.78,-80.23266745,40.3151272,15000,0.0029853333333333333
0,44.78,-80.23266745,40.3151272,6000,0.007463333333333333
0,84.88,-80.24422762,40.27732108,18000,0.004715555555555555
0,84.88,-80.24422762,40.27732108,15000,0.005658666666666666
0,84.88,-80.24422762,40.27732108,6000,0.014146666666666667
0,13.47,-80.16284661,40.2324157,10000,0.001347
0,13.47,-80.16284661,40.2324157,3000,0.00449
0,176.89,-80.18262855,40.27017969,10000,0.017689
0,176.89,-80.18262855,40.27017969,3000,0.058963333333333326
0,98.75,-80.21545948,40.32528363,14000,0.007053571428571428
0,65.86,-80.2294879,40.2765205,12000,0.005488333333333333
0,165.17,-80.21934311,40.19297186,12000,0.013764166666666666
0,128.92,-80.14468391,40.29433491,12000,0.010743333333333332
0,128.92,-80.14468391,40.29433491,2000,0.06445999999999999
0,162.02,-80.26125584,40.30635072,12000,0.013501666666666667
0,162.02,-80.26125584,40.30635072,2000,0.08101
0,93.34,-80.14444741,40.2326745,9000,0.010371111111111112
0,32.16,-80.13769301,40.26372628,30000,0.0010719999999999998
0,32.16,-80.13769301,40.26372628,14000,0.002297142857142857
0,88.29,-80.12893333,40.2379934,30000,0.0029430000000000003
0,88.29,-80.12893333,40.2379934,14000,0.006306428571428572
0,175.65,-80.17350512,40.30197069,12000,0.014637500000000001
0,175.65,-80.17350512,40.30197069,10000,0.017565
0,70.12,-80.23172307,40.18718129,12000,0.005843333333333334
0,70.12,-80.23172307,40.18718129,10000,0.007012000000000001
0,87.04,-80.21988945,40.19398062,4000,0.02176
0,124.19,-80.19432646,40.22916554,4000,0.0310475
0,121.95,-80.17778421,40.19793621,2000,0.060975
0,121.95,-80.17778421,40.19793621,18000,0.006775
0,93.97,-80.18761905,40.1651842,2000,0.046985
0,93.97,-80.18761905,40.1651842,18000,0.0052205555555555555
0,126.49,-80.19234846,40.29352596,10000,0.012648999999999999
0,43.29,-80.16996099,40.18829234,10000,0.0043289999999999995
0,109.94,-80.22412586,40.2686832,10000,0.010994
0,109.94,-80.22412586,40.2686832,16000,0.00687125
0,32.12,-80.19627285,40.17697396,10000,0.0032119999999999996
0,32.12,-80.19627285,40.17697396,16000,0.0020074999999999997
0,62.09,-80.18005815,40.20863464,12000,0.005174166666666667
0,9.34,-80.28060391,40.20446004,35000,0.00026685714285714285
0,9.34,-80.28060391,40.20446004,20000,0.00046699999999999997
0,130.59,-80.17111049,40.23397466,35000,0.0037311428571428574
0,130.59,-80.17111049,40.23397466,20000,0.006529500000000001
0,22.31,-80.13208338,40.22960795,12000,0.0018591666666666665
0,79.98,-80.2155887,40.15310491,5000,0.015996
0,79.98,-80.2155887,40.15310491,9000,0.008886666666666668
0,85.23,-80.21103015,40.27299639,5000,0.017046000000000002
0,85.23,-80.21103015,40.27299639,9000,0.009470000000000001
0,26.49,-80.21132664,40.26531118,18000,0.0014716666666666665
0,92.49,-80.18820818,40.26504689,12000,0.0077075
0,100.9,-80.15785142,40.30656653,15000,0.006726666666666667
0,100.9,-80.15785142,40.30656653,10000,0.01009
0,138.24,-80.19116617,40.2273605,15000,0.009216
0,138.24,-80.19116617,40.2273605,10000,0.013824000000000001
0,143.71,-80.27006955,40.17864374,2000,0.071855
0,11.52,-80.16291863,40.26214971,10000,0.001152
0,0.77,-80.17829035,40.27822114,10000,7.7e-05
0,0.77,-80.17829035,40.27822114,12000,6.416666666666666e-05
0,61.27,-80.25182173,40.25934232,10000,0.0061270000000000005
0,61.27,-80.25182173,40.25934232,12000,0.005105833333333334
0,179.68,-80.15796984,40.24096237,15000,0.011978666666666667
0,179.68,-80.15796984,40.24096237,8000,0.02246
0,20.43,-80.2336466,40.25103175,15000,0.001362
0,20.43,-80.2336466,40.25103175,8000,0.00255375
0,114.91,-80.16605251,40.23716813,25000,0.0045964
0,116.46,-80.20271794,40.19180192,3000,0.03882
0,96.1,-80.15613152,40.22290681,15000,0.006406666666666666
0,96.1,-80.15613152,40.22290681,8000,0.012012499999999999
0,127.35,-80.26562007,40.21489089,15000,0.00849
0,127.35,-80.26562007,40.21489089,8000,0.01591875
0,96.6,-80.13324789,40.24435727,7000,0.0138
0,96.6,-80.13324789,40.24435727,4000,0.024149999999999998
0,96.6,-80.13324789,40.24435727,10000,0.00966
0,68.38,-80.26821081,40.2336644,7000,0.009768571428571429
0,68.38,-80.26821081,40.2336644,4000,0.017095
0,68.38,-80.26821081,40.2336644,10000,0.0068379999999999995
0,14.97,-80.17942173,40.21876476,7000,0.0021385714285714285
0,14.97,-80.17942173,40.21876476,4000,0.0037425
0,14.97,-80.17942173,40.21876476,10000,0.001497
0,87.64,-80.23220821,40.20107883,5000,0.017528
0,62.06,-80.17813992,40.26340721,10000,0.006206000000000001
0,116.16,-80.22801701,40.24883729,7000,0.016594285714285714
0,80.67,-80.23846707,40.22500826,10000,0.008067
0,80.67,-80.23846707,40.22500826,4000,0.0201675
0,176.14,-80.13661111,40.24638396,10000,0.017613999999999998
0,176.14,-80.13661111,40.24638396,4000,0.044035
0,79.58,-80.19647385,40.26744666,14000,0.005684285714285714
0,134.71,-80.22746952,40.29660772,15000,0.008980666666666668
0,85.01,-80.14492203,40.23172026,12000,0.007084166666666667
0,64.82,-80.19243561,40.22448358,7000,0.00926
0,115.49,-80.17795536,40.24355045,8000,0.01443625
0,115.49,-80.17795536,40.24355045,5000,0.023098
0,115.49,-80.17795536,40.24355045,9000,0.012832222222222222
0,104.92,-80.26575778,40.27896305,8000,0.013115
0,104.92,-80.26575778,40.27896305,5000,0.020984
0,104.92,-80.26575778,40.27896305,9000,0.011657777777777777
0,78.44,-80.15313133,40.26181843,8000,0.009805
0,78.44,-80.15313133,40.26181843,5000,0.015688
0,78.44,-80.15313133,40.26181843,9000,0.008715555555555555
0,77.99,-80.12618641,40.23848763,10000,0.0077989999999999995
0,53.96,-80.18409111,40.20151191,10000,0.005396
0,158.59,-80.15572788,40.30189357,10000,0.015859
0,158.59,-80.15572788,40.30189357,10000,0.015859
0,158.59,-80.15572788,40.30189357,15000,0.010572666666666668
0,56.67,-80.20051685,40.17015574,10000,0.005667
0,56.67,-80.20051685,40.17015574,10000,0.005667
0,56.67,-80.20051685,40.17015574,15000,0.003778
0,162.61,-80.23893999,40.21923488,10000,0.016261
0,162.61,-80.23893999,40.21923488,10000,0.016261
0,162.61,-80.23893999,40.21923488,15000,0.010840666666666667
0,108.2,-80.24590696,40.21136895,24000,0.004508333333333334
0,110.13,-80.24797642,40.19471601,6000,0.018355
0,61.03,-80.25001762,40.16163867,10000,0.006103
0,61.03,-80.25001762,40.16163867,4000,0.0152575
0,199.57,-80.14564726,40.1879931,10000,0.019957
0,199.57,-80.14564726,40.1879931,4000,0.0498925
0,122.71,-80.1677466,40.24291432,20000,0.0061354999999999995
0,56.89,-80.21269011,40.29090169,10000,0.0056890000000000005
0,56.89,-80.21269011,40.29090169,15000,0.003792666666666667
0,56.89,-80.21269011,40.29090169,6000,0.009481666666666666
0,56.89,-80.21269011,40.29090169,12000,0.004740833333333333
0,160.68,-80.19756071,40.15972776,10000,0.016068
0,160.68,-80.19756071,40.15972776,15000,0.010712000000000001
0,160.68,-80.19756071,40.15972776,6000,0.02678
0,160.68,-80.19756071,40.15972776,12000,0.01339
0,119.63,-80.22557891,40.26312383,10000,0.011963
0,119.63,-80.22557891,40.26312383,15000,0.007975333333333333
0,119.63,-80.22557891,40.26312383,6000,0.019938333333333332
0,119.63,-80.22557891,40.26312383,12000,0.009969166666666666
0,86.91,-80.22810137,40.23995637,10000,0.008690999999999999
0,86.91,-80.22810137,40.23995637,15000,0.005794
0,86.91,-80.22810137,40.23995637,6000,0.014485
0,86.91,-80.22810137,40.23995637,12000,0.0072425
0,94.32,-80.22205518,40.28779205,15000,0.006287999999999999
0,94.32,-80.22205518,40.28779205,12000,0.007859999999999999
0,859.31,-80.20247401,40.22166719,15000,0.05728733333333333
0,859.31,-80.20247401,40.22166719,12000,0.07160916666666667
0,32.55,-80.23371256,40.1750108,8000,0.0040687499999999995
0,73.08,-80.18268193,40.16628179,7000,0.01044
0,73.08,-80.18268193,40.16628179,10000,0.007308
0,73.08,-80.18268193,40.16628179,8000,0.009134999999999999
0,61.26,-80.16490394,40.1887004,7000,0.008751428571428571
0,61.26,-80.16490394,40.1887004,10000,0.0061259999999999995
0,61.26,-80.16490394,40.1887004,8000,0.007657499999999999
0,32.09,-80.23178217,40.17500365,7000,0.004584285714285714
0,32.09,-80.23178217,40.17500365,10000,0.0032090000000000005
0,32.09,-80.23178217,40.17500365,8000,0.00401125
0,96.58,-80.18639662,40.17308593,12000,0.008048333333333333
0,77.55,-80.16918274,40.24964346,5000,0.01551
0,77.55,-80.16918274,40.24964346,21000,0.0036928571428571427
0,72.3,-80.22056716,40.27323202,5000,0.014459999999999999
0,72.3,-80.22056716,40.27323202,21000,0.003442857142857143
0,99.9,-80.15349015,40.30319588,18000,0.00555
0,120.67,-80.20598079,40.25642196,10000,0.012067
0,120.67,-80.20598079,40.25642196,30000,0.0040223333333333335
0,72.64,-80.252136,40.28519864,10000,0.007264
0,72.64,-80.252136,40.28519864,30000,0.0024213333333333335
0,122.8,-80.25425955,40.16770545,6000,0.020466666666666668
0,122.8,-80.25425955,40.16770545,4000,0.030699999999999998
0,148.22,-80.16661011,40.25263288,6000,0.024703333333333334
0,148.22,-80.16661011,40.25263288,4000,0.037055
0,35.75,-80.25779341,40.2904913,18000,0.0019861111111111112
0,115.53,-80.26169327,40.30952333,10000,0.011553
